epoch: 00 train cost:  83.23s, train_loss:  1.1466, train_acc:  0.4810, valid_loss:  1.0459, valid_acc:  0.6357
epoch: 22 train cost:  79.24s, train_loss:  0.2289, train_acc:  0.9167, valid_loss:  1.6629, valid_acc:  0.5857
epoch: 23 train cost:  78.34s, train_loss:  0.2018, train_acc:  0.9246, valid_loss:  1.4063, valid_acc:  0.6571
epoch: 24 train cost:  79.95s, train_loss:  0.1794, train_acc:  0.9365, valid_loss:  1.4437, valid_acc:  0.6286
epoch: 25 train cost:  77.77s, train_loss:  0.1392, train_acc:  0.9444, valid_loss:  1.5482, valid_acc:  0.6500
epoch: 26 train cost:  79.15s, train_loss:  0.1266, train_acc:  0.9500, valid_loss:  1.5483, valid_acc:  0.6429
epoch: 27 train cost:  78.70s, train_loss:  0.1099, train_acc:  0.9508, valid_loss:  1.5864, valid_acc:  0.6286
epoch: 28 train cost:  79.29s, train_loss:  0.1023, train_acc:  0.9563, valid_loss:  1.5858, valid_acc:  0.6429
epoch: 29 train cost:  79.94s, train_loss:  0.1006, train_acc:  0.9540, valid_loss:  1.6028, valid_acc:  0.6214
epoch: 30 train cost:  79.05s, train_loss:  0.0981, train_acc:  0.9492, valid_loss:  1.6332, valid_acc:  0.6571
epoch: 31 train cost:  79.10s, train_loss:  0.0951, train_acc:  0.9603, valid_loss:  1.6468, valid_acc:  0.6429
epoch: 32 train cost:  79.22s, train_loss:  0.0907, train_acc:  0.9563, valid_loss:  1.6371, valid_acc:  0.6500
epoch: 33 train cost:  79.55s, train_loss:  0.0889, train_acc:  0.9611, valid_loss:  1.6600, valid_acc:  0.6500
epoch: 34 train cost:  79.05s, train_loss:  0.0889, train_acc:  0.9500, valid_loss:  1.6881, valid_acc:  0.6357
epoch: 35 train cost:  77.91s, train_loss:  0.0859, train_acc:  0.9643, valid_loss:  1.7076, valid_acc:  0.6500
epoch: 36 train cost:  79.36s, train_loss:  0.0854, train_acc:  0.9571, valid_loss:  1.7215, valid_acc:  0.6429
epoch: 37 train cost:  79.94s, train_loss:  0.0865, train_acc:  0.9492, valid_loss:  1.7505, valid_acc:  0.6429
epoch: 38 train cost:  78.53s, train_loss:  0.0838, train_acc:  0.9556, valid_loss:  1.7821, valid_acc:  0.6357
epoch: 39 train cost:  79.81s, train_loss:  0.0828, train_acc:  0.9619, valid_loss:  1.7623, valid_acc:  0.6500
epoch: 40 train cost:  77.94s, train_loss:  0.0835, train_acc:  0.9563, valid_loss:  1.8041, valid_acc:  0.6500
epoch: 41 train cost:  78.06s, train_loss:  0.0828, train_acc:  0.9563, valid_loss:  1.7826, valid_acc:  0.6500
epoch: 42 train cost:  79.63s, train_loss:  0.0817, train_acc:  0.9579, valid_loss:  1.8169, valid_acc:  0.6143
epoch: 43 train cost:  79.33s, train_loss:  0.0860, train_acc:  0.9571, valid_loss:  1.8742, valid_acc:  0.6214
epoch: 44 train cost:  79.38s, train_loss:  0.0847, train_acc:  0.9556, valid_loss:  1.6724, valid_acc:  0.6714
epoch: 45 train cost:  79.97s, train_loss:  0.5705, train_acc:  0.7952, valid_loss:  1.0080, valid_acc:  0.6714
epoch: 46 train cost:  79.56s, train_loss:  0.4451, train_acc:  0.8341, valid_loss:  1.0795, valid_acc:  0.6786
epoch: 47 train cost:  79.86s, train_loss:  0.2939, train_acc:  0.8841, valid_loss:  1.3342, valid_acc:  0.7071
epoch: 48 train cost:  80.57s, train_loss:  0.1886, train_acc:  0.9286, valid_loss:  1.4180, valid_acc:  0.6500
epoch: 49 train cost:  79.27s, train_loss:  0.1459, train_acc:  0.9381, valid_loss:  1.4014, valid_acc:  0.6643
epoch: 50 train cost:  80.62s, train_loss:  0.1052, train_acc:  0.9516, valid_loss:  1.3488, valid_acc:  0.6929
epoch: 51 train cost:  80.27s, train_loss:  0.0894, train_acc:  0.9556, valid_loss:  1.4226, valid_acc:  0.7143
epoch: 52 train cost:  80.28s, train_loss:  0.0851, train_acc:  0.9603, valid_loss:  1.4763, valid_acc:  0.6786
epoch: 53 train cost:  79.08s, train_loss:  0.0814, train_acc:  0.9603, valid_loss:  1.4918, valid_acc:  0.7071
epoch: 54 train cost:  79.50s, train_loss:  0.0807, train_acc:  0.9587, valid_loss:  1.5129, valid_acc:  0.7071
